Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1766626376.182889,4577221,1,0
1,NewOrder,1766626376.182898,4589079,0,0
1,NewOrder,1766626376.185802,4592804,3,0
2,Payment,1766626376.185814,4588673,1,0
2,Payment,1766626376.185824,4600495,0,0
1,NewOrder,1766626376.187392,4615248,1,0
1,NewOrder,1766626376.191467,4613792,3,0
2,Payment,1766626376.191509,4607015,0,0
1,NewOrder,1766626376.191521,4636209,0,0
1,NewOrder,1766626376.191534,4643669,2,0
1,NewOrder,1766626376.194423,4638318,1,0
2,Payment,1766626376.194437,4628905,3,0
1,NewOrder,1766626376.194450,4655982,3,0
1,NewOrder,1766626376.197520,4658584,0,0
2,Payment,1766626376.197550,4650149,1,0
4,Delivery,1766626376.197558,4716965,2,0
2,Payment,1766626376.201494,4658185,1,0
2,Payment,1766626376.201522,4664229,3,0
2,Payment,1766626376.201535,4668142,0,0
2,Payment,1766626376.201548,4670786,1,0
1,NewOrder,1766626376.204482,4686020,3,0
2,Payment,1766626376.204486,4683362,0,0
1,NewOrder,1766626376.204501,4696122,1,0
1,NewOrder,1766626376.207474,4699871,0,0
2,Payment,1766626376.207488,4697519,3,0
2,Payment,1766626376.207497,4710171,1,0
4,Delivery,1766626376.209501,4778810,3,0
1,NewOrder,1766626376.209528,4721777,0,0
1,NewOrder,1766626376.211393,4730044,2,0
1,NewOrder,1766626376.211585,4726753,1,0
1,NewOrder,1766626376.213193,4749847,0,0
1,NewOrder,1766626376.213203,4757959,1,0
3,OrderStatus,1766626376.215142,4729849,2,0
4,Delivery,1766626376.215160,4809079,2,0
4,Delivery,1766626376.217134,4841438,0,0
3,OrderStatus,1766626376.217156,4760538,1,0
2,Payment,1766626376.219167,4773916,1,0
2,Payment,1766626376.219182,4782040,3,0
1,NewOrder,1766626376.221209,4802459,1,0
2,Payment,1766626376.221224,4798731,3,0
2,Payment,1766626376.223211,4813387,3,0
2,Payment,1766626376.223218,4825939,1,0
1,NewOrder,1766626376.225419,4832537,2,0
2,Payment,1766626376.225436,4833036,3,0
2,Payment,1766626376.227241,4843877,1,0
2,Payment,1766626376.227253,4845146,2,0
1,NewOrder,1766626376.229198,4852309,3,0
1,NewOrder,1766626376.229236,4849178,0,0
1,NewOrder,1766626376.231213,4862354,1,0
1,NewOrder,1766626376.231232,4862362,2,0
1,NewOrder,1766626376.233213,4864957,0,0
2,Payment,1766626376.233233,4859403,3,0
2,Payment,1766626376.234321,4871845,3,0
1,NewOrder,1766626376.235835,4886891,1,0
2,Payment,1766626376.235843,4871657,2,0
1,NewOrder,1766626376.240488,4882128,0,0
1,NewOrder,1766626376.240499,4883615,3,0
2,Payment,1766626376.240509,4880800,2,0
2,Payment,1766626376.240517,4891112,2,0
1,NewOrder,1766626376.245760,4905809,0,0
1,NewOrder,1766626376.245781,4903399,1,0
1,NewOrder,1766626376.245793,4910043,3,0
2,Payment,1766626376.245804,4896115,2,0
2,Payment,1766626376.245815,4912867,2,0
2,Payment,1766626376.245827,4916523,1,0
1,NewOrder,1766626376.247414,4928693,0,0
1,NewOrder,1766626376.250521,4920543,3,0
1,NewOrder,1766626376.250539,4933523,2,0
1,NewOrder,1766626376.250558,4937605,1,0
2,Payment,1766626376.252492,4929589,3,0
2,Payment,1766626376.252510,4938599,0,0
1,NewOrder,1766626376.254604,4950264,3,0
1,NewOrder,1766626376.254658,4952593,2,0
3,OrderStatus,1766626376.256474,4935809,1,0
2,Payment,1766626376.256516,4951122,0,0
5,StockLevel,1766626376.259482,4936103,1,0
3,OrderStatus,1766626376.259499,4942351,1,0
1,NewOrder,1766626376.259508,4975090,1,0
2,Payment,1766626376.261572,4961568,3,0
4,Delivery,1766626376.261601,5028692,2,0
1,NewOrder,1766626376.264516,4962916,0,0
1,NewOrder,1766626376.264529,4977196,3,0
2,Payment,1766626376.264543,4975426,0,0
1,NewOrder,1766626376.267533,4997108,1,0
2,Payment,1766626376.267550,4985917,0,0
1,NewOrder,1766626376.267550,5000087,3,0
2,Payment,1766626376.270619,4997651,0,0
2,Payment,1766626376.270628,5014480,1,0
2,Payment,1766626376.270638,5019645,3,0
2,Payment,1766626376.272150,5018160,0,0
2,Payment,1766626376.272166,5024279,1,0
1,NewOrder,1766626376.274554,5034508,3,0
2,Payment,1766626376.274607,5031934,2,0
1,NewOrder,1766626376.277293,5031772,0,0
2,Payment,1766626376.277296,5032672,1,0
1,NewOrder,1766626376.277296,5057319,2,0
2,Payment,1766626376.281224,5040976,3,0
1,NewOrder,1766626376.281233,5053437,0,0
1,NewOrder,1766626376.281248,5050020,1,0
1,NewOrder,1766626376.281248,5070700,3,0
1,NewOrder,1766626376.283224,5068819,1,0
2,Payment,1766626376.283234,5065841,2,0
4,Delivery,1766626376.285966,5132571,0,0
1,NewOrder,1766626376.285976,5091239,2,0
1,NewOrder,1766626376.286001,5087214,3,0
3,OrderStatus,1766626376.287904,5066227,1,0
1,NewOrder,1766626376.287905,5093274,1,0
1,NewOrder,1766626376.289928,5111444,3,0
1,NewOrder,1766626376.289938,5115877,2,0
2,Payment,1766626376.291914,5101968,1,0
4,Delivery,1766626376.291932,5181002,1,0
2,Payment,1766626376.294724,5127818,3,0
2,Payment,1766626376.294734,5127868,2,0
2,Payment,1766626376.294752,5136747,0,0
1,NewOrder,1766626376.296735,5169082,3,0
2,Payment,1766626376.296743,5138409,2,0
1,NewOrder,1766626376.298076,5174160,0,0
1,NewOrder,1766626376.299776,5172440,2,0
5,StockLevel,1766626376.299782,5169305,3,0
2,Payment,1766626376.303477,5182664,3,0
2,Payment,1766626376.303484,5182879,2,0
2,Payment,1766626376.303498,5179042,0,0
1,NewOrder,1766626376.306763,5197603,1,0
2,Payment,1766626376.306777,5186599,0,0
2,Payment,1766626376.306781,5192664,3,0
1,NewOrder,1766626376.306816,5202397,2,0
1,NewOrder,1766626376.308528,5206962,0,0
1,NewOrder,1766626376.311430,5207023,3,0
1,NewOrder,1766626376.311444,5211699,1,0
1,NewOrder,1766626376.311458,5213562,2,0
1,NewOrder,1766626376.313618,5222612,0,0
2,Payment,1766626376.313618,5218457,3,0
2,Payment,1766626376.315494,5219678,1,0
2,Payment,1766626376.315521,5221484,2,0
1,NewOrder,1766626376.317643,5238826,1,0
2,Payment,1766626376.317643,5224144,3,0
2,Payment,1766626376.319507,5230321,0,0
4,Delivery,1766626376.319517,5300295,2,0
1,NewOrder,1766626376.322548,5241024,3,0
2,Payment,1766626376.322560,5246165,0,0
2,Payment,1766626376.322572,5248231,1,0
1,NewOrder,1766626376.324537,5257957,3,0
2,Payment,1766626376.324546,5263305,0,0
4,Delivery,1766626376.326545,5331672,1,0
2,Payment,1766626376.326556,5273513,3,0
1,NewOrder,1766626376.328503,5290490,0,0
1,NewOrder,1766626376.328509,5302724,3,0
1,NewOrder,1766626376.330491,5327031,0,0
1,NewOrder,1766626376.330501,5317433,2,0
1,NewOrder,1766626376.332631,5330683,3,0
2,Payment,1766626376.332644,5337619,2,0
2,Payment,1766626376.334236,5339262,0,0
1,NewOrder,1766626376.334249,5348440,1,0
2,Payment,1766626376.336158,5343497,3,0
1,NewOrder,1766626376.336173,5363554,2,0
2,Payment,1766626376.337582,5353060,0,0
1,NewOrder,1766626376.340134,5366090,1,0
2,Payment,1766626376.340134,5353857,3,0
4,Delivery,1766626376.340152,5433211,0,0
1,NewOrder,1766626376.341951,5378533,3,0
2,Payment,1766626376.341964,5375694,2,0
1,NewOrder,1766626376.343975,5383895,1,0
4,Delivery,1766626376.343987,5458700,2,0
3,OrderStatus,1766626376.345979,5376632,3,0
2,Payment,1766626376.345997,5390527,3,0
2,Payment,1766626376.348044,5396958,1,0
1,NewOrder,1766626376.348054,5412675,3,0
1,NewOrder,1766626376.350080,5422383,1,0
2,Payment,1766626376.350094,5427330,3,0
1,NewOrder,1766626376.352123,5459208,1,0
2,Payment,1766626376.352132,5438297,0,0
1,NewOrder,1766626376.354226,5453054,3,0
1,NewOrder,1766626376.354239,5470812,0,0
2,Payment,1766626376.357148,5472918,1,0
1,NewOrder,1766626376.357148,5521688,2,0
1,NewOrder,1766626376.357148,5521688,3,0
2,Payment,1766626376.359166,5598992,0,0
2,Payment,1766626376.359166,5598983,1,0
2,Payment,1766626376.361044,5692101,3,0
1,NewOrder,1766626376.361062,5691539,2,0
2,Payment,1766626376.363074,5693199,1,0
1,NewOrder,1766626376.363084,5691789,0,0
2,Payment,1766626376.365670,5704337,2,0
1,NewOrder,1766626376.365680,5707704,3,0
2,Payment,1766626376.366764,5704532,0,0
1,NewOrder,1766626376.366775,5708066,1,0
2,Payment,1766626376.368854,5712519,2,0
1,NewOrder,1766626376.368861,5726429,0,0
3,OrderStatus,1766626376.370729,5710206,3,0
2,Payment,1766626376.370747,5718777,1,0
2,Payment,1766626376.372788,5724605,3,0
1,NewOrder,1766626376.372806,5736382,2,0
1,NewOrder,1766626376.375755,5735675,1,0
1,NewOrder,1766626376.375769,5742225,0,0
4,Delivery,1766626376.375965,5826067,3,0
2,Payment,1766626376.378914,5741827,2,0
1,NewOrder,1766626376.378928,5756846,1,0
1,NewOrder,1766626376.378937,5768302,0,0
2,Payment,1766626376.380721,5751189,2,0
2,Payment,1766626376.380747,5764287,2,0
1,NewOrder,1766626376.382725,5781653,1,0
